supplier_id,week,event_count,risk_score,has_rectify,business_exposure,upgrade_label
S‑NOR001,48,0,2.0,False,0.24,0
S‑NOR001,49,1,3.0,False,0.24,0
S‑NOR001,50,0,3.0,False,0.24,0
S‑NOR001,51,0,3.0,False,0.24,0
S‑NOR001,52,0,3.0,False,0.24,0
S‑NOR002,1,0,0.0,False,0.76,0
S‑NOR002,2,0,0.0,False,0.76,0
S‑NOR002,3,0,0.0,False,0.76,0
S‑NOR002,4,0,0.0,False,0.76,0
S‑NOR002,5,0,0.0,False,0.76,0
S‑NOR002,6,0,0.0,False,0.76,0
S‑NOR002,7,0,0.0,False,0.76,0
S‑NOR002,8,0,0.0,False,0.76,0
S‑NOR002,9,0,0.0,False,0.76,0
S‑NOR002,10,0,0.0,False,0.76,0
S‑NOR002,11,0,0.0,False,0.76,0
S‑NOR002,12,0,0.0,False,0.76,0
S‑NOR002,13,0,0.0,False,0.76,0
S‑NOR002,14,0,0.0,False,0.76,0
S‑NOR002,15,0,0.0,False,0.76,0
S‑NOR002,16,0,0.0,False,0.76,0
S‑NOR002,17,0,0.0,False,0.76,0
S‑NOR002,18,0,0.0,False,0.76,0
S‑NOR002,19,0,0.0,False,0.76,0
S‑NOR002,20,0,0.0,False,0.76,0
S‑NOR002,21,0,0.0,False,0.76,0
S‑NOR002,22,0,0.0,False,0.76,0
S‑NOR002,23,0,0.0,False,0.76,0
S‑NOR002,24,0,0.0,False,0.76,0
S‑NOR002,25,0,0.0,False,0.76,0
S‑NOR002,26,0,0.0,False,0.76,0
S‑NOR002,27,0,0.0,False,0.76,0
S‑NOR002,28,0,0.0,False,0.76,0
S‑NOR002,29,0,0.0,False,0.76,0
S‑NOR002,30,0,0.0,False,0.76,0
S‑NOR002,31,0,0.0,False,0.76,0
S‑NOR002,32,0,0.0,False,0.76,0
S‑NOR002,33,0,0.0,False,0.76,0
S‑NOR002,34,0,0.0,False,0.76,0
S‑NOR002,35,0,0.0,False,0.76,0
S‑NOR002,36,0,0.0,False,0.76,0
S‑NOR002,37,0,0.0,False,0.76,0
S‑NOR002,38,0,0.0,False,0.76,0
S‑NOR002,39,0,0.0,False,0.76,0
S‑NOR002,40,0,0.0,False,0.76,0
S‑NOR002,41,0,0.0,False,0.76,0
S‑NOR002,42,0,0.0,False,0.76,0
S‑NOR002,43,0,0.0,False,0.76,0
S‑NOR002,44,0,0.0,False,0.76,0
S‑NOR002,45,0,0.0,False,0.76,0
S‑NOR002,46,0,0.0,False,0.76,0
S‑NOR002,47,1,2.0,False,0.76,0
S‑NOR002,48,0,2.0,False,0.76,0
S‑NOR002,49,0,2.0,False,0.76,0
S‑NOR002,50,0,2.0,False,0.76,0
S‑NOR002,51,0,2.0,False,0.76,0
S‑NOR002,52,0,2.0,False,0.76,0
S‑NOR003,1,0,0.0,False,0.66,0
S‑NOR003,2,0,0.0,False,0.66,0
S‑NOR003,3,0,0.0,False,0.66,0
S‑NOR003,4,0,0.0,False,0.66,0
S‑NOR003,5,0,0.0,False,0.66,0
S‑NOR003,6,0,0.0,False,0.66,0
S‑NOR003,7,0,0.0,False,0.66,0
S‑NOR003,8,1,1.0,False,0.66,0
S‑NOR003,9,0,1.0,False,0.66,0
S‑NOR003,10,0,1.0,False,0.66,0
S‑NOR003,11,0,1.0,False,0.66,0
S‑NOR003,12,0,1.0,False,0.66,0
S‑NOR003,13,0,1.0,False,0.66,0
S‑NOR003,14,0,1.0,False,0.66,0
S‑NOR003,15,0,1.0,False,0.66,0
S‑NOR003,16,0,1.0,False,0.66,0
S‑NOR003,17,0,1.0,False,0.66,0
S‑NOR003,18,0,1.0,False,0.66,0
S‑NOR003,19,0,1.0,False,0.66,0
S‑NOR003,20,0,1.0,False,0.66,0
S‑NOR003,21,0,1.0,False,0.66,0
S‑NOR003,22,0,1.0,False,0.66,0
S‑NOR003,23,1,3.0,False,0.66,0
S‑NOR003,24,0,3.0,False,0.66,0
S‑NOR003,25,0,3.0,False,0.66,0
S‑NOR003,26,0,3.0,False,0.66,0
S‑NOR003,27,0,3.0,False,0.66,0
S‑NOR003,28,0,3.0,False,0.66,0
S‑NOR003,29,0,3.0,False,0.66,0
S‑NOR003,30,0,3.0,False,0.66,0
S‑NOR003,31,0,3.0,False,0.66,0
S‑NOR003,32,0,3.0,False,0.66,0
S‑NOR003,33,0,3.0,False,0.66,0
S‑NOR003,34,0,3.0,False,0.66,0
S‑NOR003,35,0,3.0,False,0.66,0
S‑NOR003,36,0,3.0,False,0.66,0
S‑NOR003,37,0,3.0,False,0.66,0
S‑NOR003,38,0,3.0,False,0.66,0
S‑NOR003,39,0,3.0,False,0.66,0
S‑NOR003,40,0,3.0,False,0.66,0
S‑NOR003,41,0,3.0,False,0.66,0
S‑NOR003,42,0,3.0,False,0.66,0
S‑NOR003,43,0,3.0,False,0.66,0
S‑NOR003,44,0,3.0,False,0.66,0
S‑NOR003,45,0,3.0,False,0.66,0
S‑NOR003,46,0,3.0,False,0.66,0
S‑NOR003,47,0,3.0,False,0.66,0
S‑NOR003,48,0,3.0,False,0.66,0
S‑NOR003,49,0,3.0,False,0.66,0
S‑NOR003,50,0,3.0,False,0.66,0
S‑NOR003,51,0,3.0,False,0.66,0
S‑NOR003,52,0,3.0,False,0.66,0
S‑NOR004,1,0,0.0,False,0.8,0
S‑NOR004,2,0,0.0,False,0.8,0
S‑NOR004,3,0,0.0,False,0.8,0
S‑NOR004,4,0,0.0,False,0.8,0
S‑NOR004,5,0,0.0,False,0.8,0
S‑NOR004,6,1,1.0,False,0.8,0
S‑NOR004,7,0,1.0,False,0.8,0
S‑NOR004,8,0,1.0,False,0.8,0
S‑NOR004,9,0,1.0,False,0.8,0
S‑NOR004,10,0,1.0,False,0.8,0
S‑NOR004,11,0,1.0,False,0.8,0
S‑NOR004,12,0,1.0,False,0.8,0
S‑NOR004,13,0,1.0,False,0.8,0
S‑NOR004,14,0,1.0,False,0.8,0
S‑NOR004,15,0,1.0,False,0.8,0
S‑NOR004,16,0,1.0,False,0.8,0
S‑NOR004,17,0,1.0,False,0.8,0
S‑NOR004,18,0,1.0,False,0.8,0
S‑NOR004,19,0,1.0,False,0.8,0
S‑NOR004,20,0,1.0,False,0.8,0
S‑NOR004,21,0,1.0,False,0.8,0
S‑NOR004,22,0,1.0,False,0.8,0
S‑NOR004,23,0,1.0,False,0.8,0
S‑NOR004,24,0,1.0,False,0.8,0
S‑NOR004,25,0,1.0,False,0.8,0
S‑NOR004,26,0,1.0,False,0.8,0
S‑NOR004,27,0,1.0,False,0.8,0
S‑NOR004,28,0,1.0,False,0.8,0
S‑NOR004,29,0,1.0,False,0.8,0
S‑NOR004,30,0,1.0,False,0.8,0
S‑NOR004,31,0,1.0,False,0.8,0
S‑NOR004,32,0,1.0,False,0.8,0
S‑NOR004,33,0,1.0,False,0.8,0
S‑NOR004,34,0,1.0,False,0.8,0
S‑NOR004,35,0,1.0,False,0.8,0
S‑NOR004,36,1,2.0,False,0.8,0
S‑NOR004,37,0,2.0,False,0.8,0
S‑NOR004,38,0,2.0,False,0.8,0
S‑NOR004,39,0,2.0,False,0.8,0
S‑NOR004,40,0,2.0,False,0.8,0
S‑NOR004,41,0,2.0,False,0.8,0
S‑NOR004,42,1,4.0,False,0.8,0
S‑NOR004,43,0,4.0,False,0.8,0
S‑NOR004,44,0,4.0,False,0.8,0
S‑NOR004,45,0,4.0,False,0.8,0
S‑NOR004,46,0,4.0,False,0.8,0
S‑NOR004,47,0,4.0,False,0.8,0
S‑NOR004,48,0,4.0,False,0.8,0
S‑NOR004,49,0,4.0,False,0.8,0
S‑NOR004,50,0,4.0,False,0.8,0
S‑NOR004,51,0,4.0,False,0.8,0
S‑NOR004,52,0,4.0,False,0.8,0
S‑NOR005,1,0,0.0,False,0.87,0
S‑NOR005,2,0,0.0,False,0.87,0
S‑NOR005,3,0,0.0,False,0.87,0
S‑NOR005,4,0,0.0,False,0.87,0
S‑NOR005,5,0,0.0,False,0.87,0
S‑NOR005,6,0,0.0,False,0.87,0
S‑NOR005,7,0,0.0,False,0.87,0
S‑NOR005,8,0,0.0,False,0.87,0
S‑NOR005,9,0,0.0,False,0.87,0
S‑NOR005,10,0,0.0,False,0.87,0
S‑NOR005,11,0,0.0,False,0.87,0
S‑NOR005,12,0,0.0,False,0.87,0
S‑NOR005,13,0,0.0,False,0.87,0
S‑NOR005,14,0,0.0,False,0.87,0
S‑NOR005,15,0,0.0,False,0.87,0
S‑NOR005,16,0,0.0,False,0.87,0
S‑NOR005,17,0,0.0,False,0.87,0
S‑NOR005,18,0,0.0,False,0.87,0
S‑NOR005,19,1,2.0,False,0.87,0
S‑NOR005,20,0,2.0,False,0.87,0
S‑NOR005,21,0,2.0,False,0.87,0
S‑NOR005,22,0,2.0,False,0.87,0
S‑NOR005,23,0,2.0,False,0.87,0
S‑NOR005,24,0,2.0,False,0.87,0
S‑NOR005,25,1,4.0,False,0.87,0
S‑NOR005,26,0,4.0,False,0.87,0
S‑NOR005,27,0,4.0,False,0.87,0
S‑NOR005,28,0,4.0,False,0.87,0
S‑NOR005,29,0,4.0,False,0.87,0
S‑NOR005,30,0,4.0,False,0.87,0
S‑NOR005,31,0,4.0,False,0.87,0
S‑NOR005,32,0,4.0,False,0.87,0
S‑NOR005,33,0,4.0,False,0.87,0
S‑NOR005,34,0,4.0,False,0.87,0
S‑NOR005,35,0,4.0,False,0.87,0
S‑NOR005,36,0,4.0,False,0.87,0
S‑NOR005,37,0,4.0,False,0.87,0
S‑NOR005,38,0,4.0,False,0.87,0
S‑NOR005,39,0,4.0,False,0.87,0
S‑NOR005,40,0,4.0,False,0.87,0
S‑NOR005,41,0,4.0,False,0.87,0
S‑NOR005,42,0,4.0,False,0.87,0
S‑NOR005,43,0,4.0,False,0.87,0
S‑NOR005,44,0,4.0,False,0.87,0
S‑NOR005,45,0,4.0,False,0.87,0
S‑NOR005,46,0,4.0,False,0.87,0
S‑NOR005,47,0,4.0,False,0.87,0
S‑NOR005,48,0,4.0,False,0.87,0
S‑NOR005,49,0,4.0,False,0.87,0
S‑NOR005,50,0,4.0,False,0.87,0
S‑NOR005,51,0,4.0,False,0.87,0
S‑NOR005,52,0,4.0,False,0.87,0
S‑NOR006,1,0,0.0,False,0.29,0
S‑NOR006,2,0,0.0,False,0.29,0
S‑NOR006,3,0,0.0,False,0.29,0
S‑NOR006,4,0,0.0,False,0.29,0
S‑NOR006,5,0,0.0,False,0.29,0
S‑NOR006,6,0,0.0,False,0.29,0
S‑NOR006,7,0,0.0,False,0.29,0
S‑NOR006,8,0,0.0,False,0.29,0
S‑NOR006,9,0,0.0,False,0.29,0
S‑NOR006,10,0,0.0,False,0.29,0
S‑NOR006,11,0,0.0,False,0.29,0
S‑NOR006,12,0,0.0,False,0.29,0
S‑NOR006,13,0,0.0,False,0.29,0
S‑NOR006,14,0,0.0,False,0.29,0
S‑NOR006,15,0,0.0,False,0.29,0
S‑NOR006,16,0,0.0,False,0.29,0
S‑NOR006,17,1,1.0,False,0.29,0
S‑NOR006,18,0,1.0,False,0.29,0
S‑NOR006,19,0,1.0,False,0.29,0
S‑NOR006,20,0,1.0,False,0.29,0
S‑NOR006,21,0,1.0,False,0.29,0
S‑NOR006,22,0,1.0,False,0.29,0
S‑NOR006,23,0,1.0,False,0.29,0
S‑NOR006,24,0,1.0,False,0.29,0
S‑NOR006,25,0,1.0,False,0.29,0
S‑NOR006,26,0,1.0,False,0.29,0
S‑NOR006,27,0,1.0,False,0.29,0
S‑NOR006,28,0,1.0,False,0.29,0
S‑NOR006,29,0,1.0,False,0.29,0
S‑NOR006,30,0,1.0,False,0.29,0
S‑NOR006,31,0,1.0,False,0.29,0
S‑NOR006,32,0,1.0,False,0.29,0
S‑NOR006,33,0,1.0,False,0.29,0
S‑NOR006,34,0,1.0,False,0.29,0
S‑NOR006,35,0,1.0,False,0.29,0
S‑NOR006,36,0,1.0,False,0.29,0
S‑NOR006,37,0,1.0,False,0.29,0
S‑NOR006,38,0,1.0,False,0.29,0
S‑NOR006,39,0,1.0,False,0.29,0
S‑NOR006,40,0,1.0,False,0.29,0
S‑NOR006,41,0,1.0,False,0.29,0
S‑NOR006,42,1,2.0,False,0.29,0
S‑NOR006,43,0,2.0,False,0.29,0
S‑NOR006,44,0,2.0,False,0.29,0
S‑NOR006,45,0,2.0,False,0.29,0
S‑NOR006,46,0,2.0,False,0.29,0
S‑NOR006,47,0,2.0,False,0.29,0
S‑NOR006,48,0,2.0,False,0.29,0
S‑NOR006,49,0,2.0,False,0.29,0
S‑NOR006,50,0,2.0,False,0.29,0
S‑NOR006,51,0,2.0,False,0.29,0
S‑NOR006,52,0,2.0,False,0.29,0
S‑NOR007,1,0,0.0,False,0.71,0
S‑NOR007,2,0,0.0,False,0.71,0
S‑NOR007,3,0,0.0,False,0.71,0
S‑NOR007,4,0,0.0,False,0.71,0
S‑NOR007,5,0,0.0,False,0.71,0
S‑NOR007,6,0,0.0,False,0.71,0
S‑NOR007,7,0,0.0,False,0.71,0
S‑NOR007,8,0,0.0,False,0.71,0
S‑NOR007,9,0,0.0,False,0.71,0
S‑NOR007,10,0,0.0,False,0.71,0
S‑NOR007,11,0,0.0,False,0.71,0
S‑NOR007,12,0,0.0,False,0.71,0
S‑NOR007,13,0,0.0,False,0.71,0
S‑NOR007,14,0,0.0,False,0.71,0
S‑NOR007,15,0,0.0,False,0.71,0
S‑NOR007,16,0,0.0,False,0.71,0
S‑NOR007,17,0,0.0,False,0.71,0
S‑NOR007,18,0,0.0,False,0.71,0
S‑NOR007,19,0,0.0,False,0.71,0
S‑NOR007,20,0,0.0,False,0.71,0
S‑NOR007,21,0,0.0,False,0.71,0
S‑NOR007,22,0,0.0,False,0.71,0
S‑NOR007,23,0,0.0,False,0.71,0
S‑NOR007,24,0,0.0,False,0.71,0
S‑NOR007,25,0,0.0,False,0.71,0
S‑NOR007,26,0,0.0,False,0.71,0
S‑NOR007,27,1,2.0,False,0.71,0
S‑NOR007,28,0,2.0,False,0.71,0
S‑NOR007,29,0,2.0,False,0.71,0
S‑NOR007,30,0,2.0,False,0.71,0
S‑NOR007,31,0,2.0,False,0.71,0
S‑NOR007,32,0,2.0,False,0.71,0
S‑NOR007,33,0,2.0,False,0.71,0
S‑NOR007,34,0,2.0,False,0.71,0
S‑NOR007,35,0,2.0,False,0.71,0
S‑NOR007,36,0,2.0,False,0.71,0
S‑NOR007,37,0,2.0,False,0.71,0
S‑NOR007,38,0,2.0,False,0.71,0
S‑NOR007,39,0,2.0,False,0.71,0
S‑NOR007,40,0,2.0,False,0.71,0
S‑NOR007,41,0,2.0,False,0.71,0
S‑NOR007,42,0,2.0,False,0.71,0
S‑NOR007,43,0,2.0,False,0.71,0
S‑NOR007,44,0,2.0,False,0.71,0
S‑NOR007,45,0,2.0,False,0.71,0
S‑NOR007,46,0,2.0,False,0.71,0
S‑NOR007,47,1,4.0,False,0.71,0
S‑NOR007,48,0,4.0,False,0.71,0
S‑NOR007,49,0,4.0,False,0.71,0
S‑NOR007,50,0,4.0,False,0.71,0
S‑NOR007,51,0,4.0,False,0.71,0
S‑NOR007,52,0,4.0,False,0.71,0
S‑NOR008,1,0,0.0,False,0.37,0
S‑NOR008,2,0,0.0,False,0.37,0
S‑NOR008,3,0,0.0,False,0.37,0
S‑NOR008,4,0,0.0,False,0.37,0
S‑NOR008,5,0,0.0,False,0.37,0
S‑NOR008,6,0,0.0,False,0.37,0
S‑NOR008,7,0,0.0,False,0.37,0
S‑NOR008,8,0,0.0,False,0.37,0
S‑NOR008,9,0,0.0,False,0.37,0
S‑NOR008,10,0,0.0,False,0.37,0
S‑NOR008,11,0,0.0,False,0.37,0
S‑NOR008,12,0,0.0,False,0.37,0
S‑NOR008,13,0,0.0,False,0.37,0
S‑NOR008,14,0,0.0,False,0.37,0
S‑NOR008,15,0,0.0,False,0.37,0
S‑NOR008,16,0,0.0,False,0.37,0
S‑NOR008,17,1,2.0,False,0.37,0
S‑NOR008,18,0,2.0,False,0.37,0
S‑NOR008,19,0,2.0,False,0.37,0
S‑NOR008,20,0,2.0,False,0.37,0
S‑NOR008,21,0,2.0,False,0.37,0
S‑NOR008,22,0,2.0,False,0.37,0
S‑NOR008,23,0,2.0,False,0.37,0
S‑NOR008,24,0,2.0,False,0.37,0
S‑NOR008,25,0,2.0,False,0.37,0
S‑NOR008,26,0,2.0,False,0.37,0
S‑NOR008,27,0,2.0,False,0.37,0
S‑NOR008,28,0,2.0,False,0.37,0
S‑NOR008,29,0,2.0,False,0.37,0
S‑NOR008,30,0,2.0,False,0.37,0
S‑NOR008,31,0,2.0,False,0.37,0
S‑NOR008,32,0,2.0,False,0.37,0
S‑NOR008,33,0,2.0,False,0.37,0
S‑NOR008,34,0,2.0,False,0.37,0
S‑NOR008,35,0,2.0,False,0.37,0
S‑NOR008,36,0,2.0,False,0.37,0
S‑NOR008,37,0,2.0,False,0.37,0
S‑NOR008,38,0,2.0,False,0.37,0
S‑NOR008,39,1,4.0,False,0.37,0
S‑NOR008,40,0,4.0,False,0.37,0
S‑NOR008,41,0,4.0,False,0.37,0
S‑NOR008,42,0,4.0,False,0.37,0
S‑NOR008,43,0,4.0,False,0.37,0
S‑NOR008,44,0,4.0,False,0.37,0
S‑NOR008,45,0,4.0,False,0.37,0
S‑NOR008,46,0,4.0,False,0.37,0
S‑NOR008,47,0,4.0,False,0.37,0
S‑NOR008,48,0,4.0,False,0.37,0
S‑NOR008,49,0,4.0,False,0.37,0
S‑NOR008,50,0,4.0,False,0.37,0
S‑NOR008,51,0,4.0,False,0.37,0
S‑NOR008,52,0,4.0,False,0.37,0
S‑NOR009,1,0,0.0,False,0.9,0
S‑NOR009,2,0,0.0,False,0.9,0
S‑NOR009,3,0,0.0,False,0.9,0
S‑NOR009,4,0,0.0,False,0.9,0
S‑NOR009,5,0,0.0,False,0.9,0
S‑NOR009,6,0,0.0,False,0.9,0
S‑NOR009,7,0,0.0,False,0.9,0
S‑NOR009,8,0,0.0,False,0.9,0
S‑NOR009,9,1,1.0,False,0.9,0
S‑NOR009,10,0,1.0,False,0.9,0
S‑NOR009,11,0,1.0,False,0.9,0
S‑NOR009,12,0,1.0,False,0.9,0
S‑NOR009,13,0,1.0,False,0.9,0
S‑NOR009,14,0,1.0,False,0.9,0
S‑NOR009,15,0,1.0,False,0.9,0
S‑NOR009,16,0,1.0,False,0.9,0
S‑NOR009,17,0,1.0,False,0.9,0
S‑NOR009,18,0,1.0,False,0.9,0
S‑NOR009,19,0,1.0,False,0.9,0
S‑NOR009,20,0,1.0,False,0.9,0
S‑NOR009,21,0,1.0,False,0.9,0
S‑NOR009,22,0,1.0,False,0.9,0
S‑NOR009,23,0,1.0,False,0.9,0
S‑NOR009,24,0,1.0,False,0.9,0
S‑NOR009,25,0,1.0,False,0.9,0
S‑NOR009,26,0,1.0,False,0.9,0
S‑NOR009,27,0,1.0,False,0.9,0
S‑NOR009,28,0,1.0,False,0.9,0
S‑NOR009,29,1,2.0,False,0.9,0
S‑NOR009,30,0,2.0,False,0.9,0
S‑NOR009,31,0,2.0,False,0.9,0
S‑NOR009,32,0,2.0,False,0.9,0
S‑NOR009,33,0,2.0,False,0.9,0
S‑NOR009,34,0,2.0,False,0.9,0
S‑NOR009,35,1,4.0,False,0.9,0
S‑NOR009,36,0,4.0,False,0.9,0
S‑NOR009,37,0,4.0,False,0.9,0
S‑NOR009,38,0,4.0,False,0.9,0
S‑NOR009,39,0,4.0,False,0.9,0
S‑NOR009,40,0,4.0,False,0.9,0
S‑NOR009,41,0,4.0,False,0.9,0
S‑NOR009,42,0,4.0,False,0.9,0
S‑NOR009,43,0,4.0,False,0.9,0
S‑NOR009,44,0,4.0,False,0.9,0
S‑NOR009,45,1,6.0,False,0.9,0
S‑NOR009,46,0,6.0,False,0.9,0
S‑NOR009,47,0,6.0,False,0.9,0
S‑NOR009,48,0,6.0,False,0.9,0
S‑NOR009,49,0,6.0,False,0.9,0
S‑NOR009,50,0,6.0,False,0.9,0
S‑NOR009,51,0,6.0,False,0.9,0
S‑NOR009,52,0,6.0,False,0.9,0
S‑NOR010,1,0,0.0,False,0.57,0
S‑NOR010,2,0,0.0,False,0.57,0
S‑NOR010,3,0,0.0,False,0.57,0
S‑NOR010,4,0,0.0,False,0.57,0
S‑NOR010,5,0,0.0,False,0.57,0
S‑NOR010,6,0,0.0,False,0.57,0
S‑NOR010,7,0,0.0,False,0.57,0
S‑NOR010,8,1,2.0,False,0.57,0
S‑NOR010,9,0,2.0,False,0.57,0
S‑NOR010,10,0,2.0,False,0.57,0
S‑NOR010,11,0,2.0,False,0.57,0
S‑NOR010,12,0,2.0,False,0.57,0
S‑NOR010,13,0,2.0,False,0.57,0
S‑NOR010,14,0,2.0,False,0.57,0
S‑NOR010,15,0,2.0,False,0.57,0
S‑NOR010,16,0,2.0,False,0.57,0
S‑NOR010,17,0,2.0,False,0.57,0
S‑NOR010,18,0,2.0,False,0.57,0
S‑NOR010,19,0,2.0,False,0.57,0
S‑NOR010,20,0,2.0,False,0.57,0
S‑NOR010,21,0,2.0,False,0.57,0
S‑NOR010,22,0,2.0,False,0.57,0
S‑NOR010,23,0,2.0,False,0.57,0
S‑NOR010,24,0,2.0,False,0.57,0
S‑NOR010,25,0,2.0,False,0.57,0
S‑NOR010,26,0,2.0,False,0.57,0
S‑NOR010,27,0,2.0,False,0.57,0
S‑NOR010,28,0,2.0,False,0.57,0
S‑NOR010,29,0,2.0,False,0.57,0
S‑NOR010,30,0,2.0,False,0.57,0
S‑NOR010,31,0,2.0,False,0.57,0
S‑NOR010,32,0,2.0,False,0.57,0
S‑NOR010,33,0,2.0,False,0.57,0
S‑NOR010,34,0,2.0,False,0.57,0
S‑NOR010,35,0,2.0,False,0.57,0
S‑NOR010,36,0,2.0,False,0.57,0
S‑NOR010,37,0,2.0,False,0.57,0
S‑NOR010,38,0,2.0,False,0.57,0
S‑NOR010,39,0,2.0,False,0.57,0
S‑NOR010,40,0,2.0,False,0.57,0
S‑NOR010,41,0,2.0,False,0.57,0
S‑NOR010,42,0,2.0,False,0.57,0
S‑NOR010,43,0,2.0,False,0.57,0
S‑NOR010,44,0,2.0,False,0.57,0
S‑NOR010,45,0,2.0,False,0.57,0
S‑NOR010,46,0,2.0,False,0.57,0
S‑NOR010,47,0,2.0,False,0.57,0
S‑NOR010,48,1,4.0,False,0.57,0
S‑NOR010,49,0,4.0,False,0.57,0
S‑NOR010,50,0,4.0,False,0.57,0
S‑NOR010,51,0,4.0,False,0.57,0
S‑NOR010,52,0,4.0,False,0.57,0
S‑NOR011,1,0,0.0,False,0.41,0
S‑NOR011,2,0,0.0,False,0.41,0
S‑NOR011,3,1,1.0,False,0.41,0
S‑NOR011,4,0,1.0,False,0.41,0
S‑NOR011,5,1,2.0,False,0.41,0
S‑NOR011,6,0,2.0,False,0.41,0
S‑NOR011,7,0,2.0,False,0.41,0
S‑NOR011,8,0,2.0,False,0.41,0
S‑NOR011,9,0,2.0,False,0.41,0
S‑NOR011,10,0,2.0,False,0.41,0
S‑NOR011,11,0,2.0,False,0.41,0
S‑NOR011,12,0,2.0,False,0.41,0
S‑NOR011,13,0,2.0,False,0.41,0
S‑NOR011,14,0,2.0,False,0.41,0
S‑NOR011,15,0,2.0,False,0.41,0
S‑NOR011,16,0,2.0,False,0.41,0
S‑NOR011,17,0,2.0,False,0.41,0
S‑NOR011,18,0,2.0,False,0.41,0
S‑NOR011,19,0,2.0,False,0.41,0
S‑NOR011,20,0,2.0,False,0.41,0
S‑NOR011,21,0,2.0,False,0.41,0
S‑NOR011,22,0,2.0,False,0.41,0
S‑NOR011,23,0,2.0,False,0.41,0
S‑NOR011,24,0,2.0,False,0.41,0
S‑NOR011,25,0,2.0,False,0.41,0
S‑NOR011,26,0,2.0,False,0.41,0
S‑NOR011,27,0,2.0,False,0.41,0
S‑NOR011,28,0,2.0,False,0.41,0
S‑NOR011,29,0,2.0,False,0.41,0
S‑NOR011,30,0,2.0,False,0.41,0
S‑NOR011,31,0,2.0,False,0.41,0
S‑NOR011,32,0,2.0,False,0.41,0
S‑NOR011,33,0,2.0,False,0.41,0
S‑NOR011,34,0,2.0,False,0.41,0
S‑NOR011,35,1,3.0,False,0.41,0
S‑NOR011,36,0,3.0,False,0.41,0
S‑NOR011,37,0,3.0,False,0.41,0
S‑NOR011,38,0,3.0,False,0.41,0
S‑NOR011,39,0,3.0,False,0.41,0
S‑NOR011,40,0,3.0,False,0.41,0
S‑NOR011,41,0,3.0,False,0.41,0
S‑NOR011,42,0,3.0,False,0.41,0
S‑NOR011,43,0,3.0,False,0.41,0
S‑NOR011,44,0,3.0,False,0.41,0
S‑NOR011,45,0,3.0,False,0.41,0
S‑NOR011,46,0,3.0,False,0.41,0
S‑NOR011,47,0,3.0,False,0.41,0
S‑NOR011,48,0,3.0,False,0.41,0
S‑NOR011,49,0,3.0,False,0.41,0
S‑NOR011,50,0,3.0,False,0.41,0
S‑NOR011,51,0,3.0,False,0.41,0
S‑NOR011,52,0,3.0,False,0.41,0
S‑NOR012,1,0,0.0,False,0.76,0
S‑NOR012,2,0,0.0,False,0.76,0
S‑NOR012,3,0,0.0,False,0.76,0
S‑NOR012,4,0,0.0,False,0.76,0
S‑NOR012,5,0,0.0,False,0.76,0
S‑NOR012,6,0,0.0,False,0.76,0
S‑NOR012,7,0,0.0,False,0.76,0
S‑NOR012,8,0,0.0,False,0.76,0
